,dataset,matrix,sibling_count,data_size,vocab_size,config,is_pre
420,Pathogenic,blosum62,59,32000,3200,0.9_3_12_0.2,False
421,Pathogenic,blosum62,1780,32000,12800,0.7_3_12_0.2,False
422,Pathogenic,blosum62,732,32000,25600,0.8_3_12_0.2,False
423,Pathogenic,blosum62,111,32000,12800,0.9_3_12_0.005,False
424,Pathogenic,blosum62,45,32000,1600,0.9_3_12_0.05,False
425,Pathogenic,blosum62,77,32000,6400,0.9_3_12_0,False
426,Pathogenic,blosum62,1355,32000,3200,0.7_3_12_0.005,False
427,Pathogenic,blosum62,60,32000,3200,0.9_3_12_0.1,False
428,Pathogenic,blosum62,130,32000,25600,0.9_3_12_0.1,False
429,Pathogenic,blosum62,353,32000,3200,0.8_3_12_0,False
430,Pathogenic,blosum62,688,32000,12800,0.8_3_12_0.05,False
431,Pathogenic,blosum62,98,32000,12800,0.9_3_12_0.2,False
432,Pathogenic,blosum62,65,32000,800,0.8_3_12_0.2,False
433,Pathogenic,blosum62,512,32000,6400,0.8_3_12_0,False
434,Pathogenic,blosum62,981,32000,1600,0.7_3_12_0.05,False
435,Pathogenic,blosum62,78,32000,6400,0.9_3_12_0.1,False
436,Pathogenic,blosum62,1638,32000,6400,0.7_3_12_0.005,False
437,Pathogenic,blosum62,2157,32000,25600,0.7_3_12_0.05,False
438,Pathogenic,blosum62,256,32000,3200,0.8_3_12_0.2,False
439,Pathogenic,blosum62,1886,32000,12800,0.7_3_12_0,False
440,Pathogenic,blosum62,884,32000,25600,0.8_3_12_0,False
441,Pathogenic,blosum62,889,32000,25600,0.8_3_12_0.005,False
442,Pathogenic,blosum62,108,32000,800,0.8_3_12_0.1,False
443,Pathogenic,blosum62,388,32000,6400,0.8_3_12_0.2,False
444,Pathogenic,blosum62,523,32000,6400,0.8_3_12_0.1,False
445,Pathogenic,blosum62,60,32000,3200,0.9_3_12_0.005,False
446,Pathogenic,blosum62,134,32000,25600,0.9_3_12_0.05,False
447,Pathogenic,blosum62,77,32000,6400,0.9_3_12_0.005,False
448,Pathogenic,blosum62,366,32000,3200,0.8_3_12_0.1,False
449,Pathogenic,blosum62,2146,32000,51200,0.7_3_12_0.2,False
450,Pathogenic,blosum62,149,32000,51200,0.9_3_12_0.005,False
451,Pathogenic,blosum62,16,32000,800,0.9_3_12_0.005,False
452,Pathogenic,blosum62,1022,32000,1600,0.7_3_12_0.1,False
453,Pathogenic,blosum62,150,32000,51200,0.9_3_12_0,False
454,Pathogenic,blosum62,1071,32000,51200,0.8_3_12_0.1,False
455,Pathogenic,blosum62,1074,32000,51200,0.8_3_12_0.05,False
456,Pathogenic,blosum62,1355,32000,3200,0.7_3_12_0,False
457,Pathogenic,blosum62,125,32000,51200,0.9_3_12_0.2,False
458,Pathogenic,blosum62,917,32000,1600,0.7_3_12_0.2,False
459,Pathogenic,blosum62,604,32000,800,0.7_3_12_0.005,False
460,Pathogenic,blosum62,1626,32000,6400,0.7_3_12_0,False
461,Pathogenic,blosum62,16,32000,800,0.9_3_12_0.1,False
462,Pathogenic,blosum62,549,32000,12800,0.8_3_12_0.2,False
463,Pathogenic,blosum62,1995,32000,25600,0.7_3_12_0.2,False
464,Pathogenic,blosum62,136,32000,25600,0.9_3_12_0.005,False
465,Pathogenic,blosum62,136,32000,25600,0.9_3_12_0,False
466,Pathogenic,blosum62,1914,32000,12800,0.7_3_12_0.1,False
467,Pathogenic,blosum62,883,32000,25600,0.8_3_12_0.1,False
468,Pathogenic,blosum62,1927,32000,12800,0.7_3_12_0.05,False
469,Pathogenic,blosum62,512,32000,6400,0.8_3_12_0.005,False
470,Pathogenic,blosum62,126,32000,25600,0.9_3_12_0.2,False
471,Pathogenic,blosum62,544,32000,800,0.7_3_12_0.2,False
472,Pathogenic,blosum62,878,32000,25600,0.8_3_12_0.05,False
473,Pathogenic,blosum62,222,32000,1600,0.8_3_12_0.05,False
474,Pathogenic,blosum62,353,32000,3200,0.8_3_12_0.005,False
475,Pathogenic,blosum62,105,32000,12800,0.9_3_12_0.1,False
476,Pathogenic,blosum62,1102,32000,51200,0.8_3_12_0,False
477,Pathogenic,blosum62,1108,32000,51200,0.8_3_12_0.005,False
478,Pathogenic,blosum62,78,32000,6400,0.9_3_12_0.05,False
479,Pathogenic,blosum62,45,32000,1600,0.9_3_12_0,False
480,Pathogenic,blosum62,61,32000,3200,0.9_3_12_0.05,False
481,Pathogenic,blosum62,46,32000,1600,0.9_3_12_0.2,False
482,Pathogenic,blosum62,221,32000,1600,0.8_3_12_0,False
483,Pathogenic,blosum62,1658,32000,6400,0.7_3_12_0.05,False
484,Pathogenic,blosum62,45,32000,1600,0.9_3_12_0.1,False
485,Pathogenic,blosum62,967,32000,1600,0.7_3_12_0.005,False
486,Pathogenic,blosum62,1382,32000,3200,0.7_3_12_0.05,False
487,Pathogenic,blosum62,108,32000,800,0.8_3_12_0.05,False
488,Pathogenic,blosum62,146,32000,51200,0.9_3_12_0.05,False
489,Pathogenic,blosum62,1899,32000,12800,0.7_3_12_0.005,False
490,Pathogenic,pam250,975,32000,800,0.8_3_12_0.05,False
491,Pathogenic,pam250,848,32000,3200,0.9_3_12_0,False
492,Pathogenic,pam250,848,32000,3200,0.9_3_12_0.005,False
493,Pathogenic,pam250,3263,32000,51200,0.8_3_12_0.2,False
494,Pathogenic,pam250,628,32000,1600,0.9_3_12_0.1,False
495,Pathogenic,pam250,1063,32000,6400,0.9_3_12_0.005,False
496,Pathogenic,pam250,1491,32000,25600,0.9_3_12_0.05,False
497,Pathogenic,pam250,1061,32000,6400,0.9_3_12_0,False
498,Pathogenic,pam250,614,32000,1600,0.9_3_12_0.2,False
499,Pathogenic,pam250,2112,32000,3200,0.8_3_12_0,False
500,Pathogenic,pam250,3927,32000,51200,0.8_3_12_0.005,False
501,Pathogenic,pam250,2591,32000,6400,0.8_3_12_0,False
502,Pathogenic,pam250,1690,32000,51200,0.9_3_12_0.1,False
503,Pathogenic,pam250,955,32000,800,0.8_3_12_0,False
504,Pathogenic,pam250,965,32000,800,0.8_3_12_0.005,False
505,Pathogenic,pam250,1749,32000,51200,0.9_3_12_0,False
506,Pathogenic,pam250,3800,32000,51200,0.8_3_12_0.05,False
507,Pathogenic,pam250,384,32000,800,0.9_3_12_0,False
508,Pathogenic,pam250,3471,32000,25600,0.8_3_12_0,False
509,Pathogenic,pam250,1503,32000,25600,0.9_3_12_0.005,False
510,Pathogenic,pam250,962,32000,800,0.8_3_12_0.1,False
511,Pathogenic,pam250,3406,32000,25600,0.8_3_12_0.05,False
512,Pathogenic,pam250,2607,32000,6400,0.8_3_12_0.005,False
513,Pathogenic,pam250,2142,32000,3200,0.8_3_12_0.005,False
514,Pathogenic,pam250,3913,32000,51200,0.8_3_12_0,False
515,Pathogenic,pam250,2589,32000,6400,0.8_3_12_0.05,False
516,Pathogenic,pam250,2169,32000,3200,0.8_3_12_0.05,False
517,Pathogenic,pam250,1730,32000,51200,0.9_3_12_0.005,False
518,Pathogenic,pam250,3001,32000,25600,0.8_3_12_0.2,False
519,Pathogenic,pam250,621,32000,1600,0.9_3_12_0.05,False
520,Pathogenic,pam250,2173,32000,3200,0.8_3_12_0.1,False
521,Pathogenic,pam250,1724,32000,51200,0.9_3_12_0.05,False
522,Pathogenic,pam250,2580,32000,6400,0.8_3_12_0.1,False
523,Pathogenic,pam250,2998,32000,12800,0.8_3_12_0.1,False
524,Pathogenic,pam250,391,32000,800,0.9_3_12_0.1,False
525,Pathogenic,pam250,2284,32000,6400,0.8_3_12_0.2,False
526,Pathogenic,pam250,1213,32000,12800,0.9_3_12_0.2,False
527,Pathogenic,pam250,1506,32000,25600,0.9_3_12_0,False
528,Pathogenic,pam250,1903,32000,3200,0.8_3_12_0.2,False
529,Pathogenic,pam250,3482,32000,25600,0.8_3_12_0.005,False
530,Pathogenic,pam250,1481,32000,25600,0.9_3_12_0.1,False
531,Pathogenic,pam250,1061,32000,6400,0.9_3_12_0.1,False
532,Pathogenic,pam250,618,32000,1600,0.9_3_12_0.005,False
533,Pathogenic,pam250,384,32000,800,0.9_3_12_0.2,False
534,Pathogenic,pam250,618,32000,1600,0.9_3_12_0,False
535,Pathogenic,pam250,845,32000,3200,0.9_3_12_0.1,False
536,Pathogenic,pam250,1505,32000,1600,0.8_3_12_0,False
537,Pathogenic,pam250,1292,32000,12800,0.9_3_12_0.005,False
538,Pathogenic,pam250,829,32000,3200,0.9_3_12_0.2,False
539,Pathogenic,pam250,3031,32000,12800,0.8_3_12_0,False
540,Pathogenic,pam250,1018,32000,6400,0.9_3_12_0.2,False
541,Pathogenic,pam250,1296,32000,12800,0.9_3_12_0.05,False
542,Pathogenic,pam250,3739,32000,51200,0.8_3_12_0.1,False
543,Pathogenic,pam250,384,32000,800,0.9_3_12_0.005,False
544,Pathogenic,pam250,1554,32000,51200,0.9_3_12_0.2,False
545,Pathogenic,pam250,3373,32000,25600,0.8_3_12_0.1,False
546,Pathogenic,pam250,1517,32000,1600,0.8_3_12_0.005,False
547,Pathogenic,pam250,853,32000,800,0.8_3_12_0.2,False
548,Pathogenic,pam250,2711,32000,12800,0.8_3_12_0.2,False
549,Pathogenic,pam250,3052,32000,12800,0.8_3_12_0.005,False
550,Pathogenic,pam250,1286,32000,12800,0.9_3_12_0.1,False
551,Pathogenic,pam250,1296,32000,12800,0.9_3_12_0,False
552,Pathogenic,pam250,1399,32000,25600,0.9_3_12_0.2,False
553,Pathogenic,pam250,1534,32000,1600,0.8_3_12_0.05,False
554,Pathogenic,pam250,1573,32000,1600,0.8_3_12_0.1,False
555,Pathogenic,pam250,855,32000,3200,0.9_3_12_0.05,False
556,Pathogenic,pam250,388,32000,800,0.9_3_12_0.05,False
557,Pathogenic,pam250,1054,32000,6400,0.9_3_12_0.05,False
558,Pathogenic,pam250,3002,32000,12800,0.8_3_12_0.05,False
559,Pathogenic,pam250,1422,32000,1600,0.8_3_12_0.2,False
560,Pathogenic,blosum45,204,32000,800,0.8_3_12_0.05,False
561,Pathogenic,blosum45,1811,32000,12800,0.7_3_12_0.05,False
562,Pathogenic,blosum45,599,32000,6400,0.8_3_12_0.005,False
563,Pathogenic,blosum45,1,32000,800,0.9_3_12_0,False
564,Pathogenic,blosum45,1007,32000,25600,0.8_3_12_0.05,False
565,Pathogenic,blosum45,296,32000,1600,0.8_3_12_0,False
566,Pathogenic,blosum45,5,32000,1600,0.9_3_12_0.1,False
567,Pathogenic,blosum45,460,32000,3200,0.8_3_12_0.005,False
568,Pathogenic,blosum45,5,32000,1600,0.9_3_12_0.2,False
569,Pathogenic,blosum45,5,32000,1600,0.9_3_12_0,False
570,Pathogenic,blosum45,548,32000,800,0.7_3_12_0,False
571,Pathogenic,blosum45,2324,32000,51200,0.7_3_12_0,False
572,Pathogenic,blosum45,70,32000,12800,0.9_3_12_0.005,False
573,Pathogenic,blosum45,992,32000,51200,0.8_3_12_0.2,False
574,Pathogenic,blosum45,2044,32000,25600,0.7_3_12_0.005,False
575,Pathogenic,blosum45,887,32000,1600,0.7_3_12_0.005,False
576,Pathogenic,blosum45,164,32000,800,0.8_3_12_0,False
577,Pathogenic,blosum45,2205,32000,51200,0.7_3_12_0.1,False
578,Pathogenic,blosum45,129,32000,51200,0.9_3_12_0.05,False
579,Pathogenic,blosum45,176,32000,800,0.8_3_12_0.2,False
580,Pathogenic,blosum45,70,32000,12800,0.9_3_12_0,False
581,Pathogenic,blosum45,164,32000,800,0.8_3_12_0.005,False
582,Pathogenic,blosum45,121,32000,51200,0.9_3_12_0.1,False
583,Pathogenic,blosum45,2315,32000,51200,0.7_3_12_0.005,False
584,Pathogenic,blosum45,1198,32000,3200,0.7_3_12_0,False
585,Pathogenic,blosum45,1611,32000,12800,0.7_3_12_0.2,False
586,Pathogenic,blosum45,853,32000,25600,0.8_3_12_0.2,False
587,Pathogenic,blosum45,10,32000,3200,0.9_3_12_0.005,False
588,Pathogenic,blosum45,5,32000,1600,0.9_3_12_0.05,False
589,Pathogenic,blosum45,99,32000,25600,0.9_3_12_0.05,False
590,Pathogenic,blosum45,34,32000,6400,0.9_3_12_0.005,False
591,Pathogenic,blosum45,844,32000,1600,0.7_3_12_0.2,False
592,Pathogenic,blosum45,1491,32000,6400,0.7_3_12_0,False
593,Pathogenic,blosum45,822,32000,12800,0.8_3_12_0.1,False
594,Pathogenic,blosum45,2013,32000,25600,0.7_3_12_0.1,False
595,Pathogenic,blosum45,67,32000,12800,0.9_3_12_0.2,False
596,Pathogenic,blosum45,923,32000,1600,0.7_3_12_0.1,False
597,Pathogenic,blosum45,917,32000,1600,0.7_3_12_0.05,False
598,Pathogenic,blosum45,96,32000,25600,0.9_3_12_0.1,False
599,Pathogenic,blosum45,778,32000,12800,0.8_3_12_0.005,False
600,Pathogenic,blosum45,1228,32000,51200,0.8_3_12_0.05,False
601,Pathogenic,blosum45,1,32000,800,0.9_3_12_0.2,False
602,Pathogenic,blosum45,503,32000,3200,0.8_3_12_0.1,False
603,Pathogenic,blosum45,657,32000,6400,0.8_3_12_0.1,False
604,Pathogenic,blosum45,536,32000,6400,0.8_3_12_0.2,False
605,Pathogenic,blosum45,585,32000,800,0.7_3_12_0.1,False
606,Pathogenic,blosum45,651,32000,6400,0.8_3_12_0.05,False
607,Pathogenic,blosum45,509,32000,3200,0.8_3_12_0.05,False
608,Pathogenic,blosum45,408,32000,3200,0.8_3_12_0.2,False
609,Pathogenic,blosum45,2051,32000,25600,0.7_3_12_0,False
610,Pathogenic,blosum45,778,32000,12800,0.8_3_12_0,False
611,Pathogenic,blosum45,458,32000,3200,0.8_3_12_0,False
612,Pathogenic,blosum45,32,32000,6400,0.9_3_12_0.1,False
613,Pathogenic,blosum45,1,32000,800,0.9_3_12_0.005,False
614,Pathogenic,blosum45,519,32000,800,0.7_3_12_0.2,False
615,Pathogenic,blosum45,1200,32000,51200,0.8_3_12_0.1,False
616,Pathogenic,blosum45,1774,32000,12800,0.7_3_12_0.005,False
617,Pathogenic,blosum45,300,32000,1600,0.8_3_12_0.005,False
618,Pathogenic,blosum45,1991,32000,51200,0.7_3_12_0.2,False
619,Pathogenic,blosum45,11,32000,3200,0.9_3_12_0.1,False
620,Pathogenic,blosum45,593,32000,6400,0.8_3_12_0,False
621,Pathogenic,blosum45,552,32000,800,0.7_3_12_0.005,False
622,Pathogenic,blosum45,10,32000,3200,0.9_3_12_0.2,False
623,Pathogenic,blosum45,10,32000,3200,0.9_3_12_0,False
624,Pathogenic,blosum45,1195,32000,51200,0.8_3_12_0.005,False
625,Pathogenic,blosum45,1,32000,800,0.9_3_12_0.1,False
626,Pathogenic,blosum45,114,32000,51200,0.9_3_12_0.2,False
627,Pathogenic,blosum45,34,32000,6400,0.9_3_12_0,False
628,Pathogenic,blosum45,31,32000,6400,0.9_3_12_0.2,False
629,Pathogenic,blosum45,102,32000,25600,0.9_3_12_0,False
630,Pathogenic,blosum45,1218,32000,3200,0.7_3_12_0.005,False
631,Pathogenic,blosum45,829,32000,12800,0.8_3_12_0.05,False
632,Pathogenic,blosum45,1514,32000,6400,0.7_3_12_0.005,False
633,Pathogenic,blosum45,2066,32000,25600,0.7_3_12_0.05,False
634,Pathogenic,blosum45,576,32000,800,0.7_3_12_0.05,False
635,Pathogenic,blosum45,102,32000,25600,0.9_3_12_0.005,False
636,Pathogenic,blosum45,1203,32000,51200,0.8_3_12_0,False
637,Pathogenic,blosum45,10,32000,3200,0.9_3_12_0.05,False
638,Pathogenic,blosum45,5,32000,1600,0.9_3_12_0.005,False
639,Pathogenic,blosum45,873,32000,1600,0.7_3_12_0,False
640,Pathogenic,blosum45,1413,32000,6400,0.7_3_12_0.2,False
641,Pathogenic,blosum45,2287,32000,51200,0.7_3_12_0.05,False
642,Pathogenic,blosum45,1189,32000,3200,0.7_3_12_0.2,False
643,Pathogenic,blosum45,33,32000,6400,0.9_3_12_0.05,False
644,Pathogenic,blosum45,953,32000,25600,0.8_3_12_0,False
645,Pathogenic,blosum45,1760,32000,12800,0.7_3_12_0,False
646,Pathogenic,blosum45,132,32000,51200,0.9_3_12_0.005,False
647,Pathogenic,blosum45,1255,32000,3200,0.7_3_12_0.05,False
648,Pathogenic,blosum45,1270,32000,3200,0.7_3_12_0.1,False
649,Pathogenic,blosum45,1532,32000,6400,0.7_3_12_0.1,False
650,Pathogenic,blosum45,205,32000,800,0.8_3_12_0.1,False
651,Pathogenic,blosum45,1542,32000,6400,0.7_3_12_0.05,False
652,Pathogenic,blosum45,343,32000,1600,0.8_3_12_0.1,False
653,Pathogenic,blosum45,1785,32000,12800,0.7_3_12_0.1,False
654,Pathogenic,blosum45,1009,32000,25600,0.8_3_12_0.1,False
655,Pathogenic,blosum45,67,32000,12800,0.9_3_12_0.05,False
656,Pathogenic,blosum45,678,32000,12800,0.8_3_12_0.2,False
657,Pathogenic,blosum45,1863,32000,25600,0.7_3_12_0.2,False
658,Pathogenic,blosum45,1,32000,800,0.9_3_12_0.05,False
659,Pathogenic,blosum45,953,32000,25600,0.8_3_12_0.005,False
660,Pathogenic,blosum45,66,32000,12800,0.9_3_12_0.1,False
661,Pathogenic,blosum45,295,32000,1600,0.8_3_12_0.2,False
662,Pathogenic,blosum45,132,32000,51200,0.9_3_12_0,False
663,Pathogenic,blosum45,99,32000,25600,0.9_3_12_0.2,False
664,Pathogenic,blosum45,343,32000,1600,0.8_3_12_0.05,False
665,Pathogenic,pam70,0,32000,800,0.9_3_12_0.05,False
666,Pathogenic,pam70,81,32000,800,0.8_3_12_0.2,False
667,Pathogenic,pam70,162,32000,1600,0.8_3_12_0.1,False
668,Pathogenic,pam70,27,32000,51200,0.9_3_12_0.05,False
669,Pathogenic,pam70,3,32000,12800,0.9_3_12_0,False
670,Pathogenic,pam70,161,32000,1600,0.8_3_12_0.2,False
671,Pathogenic,pam70,3,32000,12800,0.9_3_12_0.005,False
672,Pathogenic,pam70,246,32000,3200,0.8_3_12_0.05,False
673,Pathogenic,pam70,363,32000,6400,0.8_3_12_0.05,False
674,Pathogenic,pam70,731,32000,1600,0.7_3_12_0.005,False
675,Pathogenic,pam70,1591,32000,25600,0.7_3_12_0.1,False
676,Pathogenic,pam70,250,32000,3200,0.8_3_12_0,False
677,Pathogenic,pam70,503,32000,12800,0.8_3_12_0.1,False
678,Pathogenic,pam70,940,32000,3200,0.7_3_12_0.2,False
679,Pathogenic,pam70,1647,32000,25600,0.7_3_12_0.005,False
680,Pathogenic,pam70,0,32000,1600,0.9_3_12_0.05,False
681,Pathogenic,pam70,608,32000,25600,0.8_3_12_0.2,False
682,Pathogenic,pam70,1298,32000,12800,0.7_3_12_0.2,False
683,Pathogenic,pam70,1109,32000,6400,0.7_3_12_0.2,False
684,Pathogenic,pam70,367,32000,6400,0.8_3_12_0,False
685,Pathogenic,pam70,0,32000,3200,0.9_3_12_0,False
686,Pathogenic,pam70,10,32000,25600,0.9_3_12_0.1,False
687,Pathogenic,pam70,1162,32000,6400,0.7_3_12_0.1,False
688,Pathogenic,pam70,251,32000,3200,0.8_3_12_0.005,False
689,Pathogenic,pam70,372,32000,6400,0.8_3_12_0.005,False
690,Pathogenic,pam70,989,32000,3200,0.7_3_12_0.1,False
691,Pathogenic,pam70,1925,32000,51200,0.7_3_12_0,False
692,Pathogenic,pam70,621,32000,25600,0.8_3_12_0.05,False
693,Pathogenic,pam70,0,32000,6400,0.9_3_12_0,False
694,Pathogenic,pam70,740,32000,1600,0.7_3_12_0.05,False
695,Pathogenic,pam70,3,32000,12800,0.9_3_12_0.2,False
696,Pathogenic,pam70,1403,32000,12800,0.7_3_12_0.05,False
697,Pathogenic,pam70,0,32000,800,0.9_3_12_0.2,False
698,Pathogenic,pam70,1809,32000,51200,0.7_3_12_0.1,False
699,Pathogenic,pam70,1920,32000,51200,0.7_3_12_0.005,False
700,Pathogenic,pam70,0,32000,800,0.9_3_12_0,False
701,Pathogenic,pam70,722,32000,51200,0.8_3_12_0.2,False
702,Pathogenic,pam70,24,32000,51200,0.9_3_12_0.1,False
703,Pathogenic,pam70,523,32000,12800,0.8_3_12_0.005,False
704,Pathogenic,pam70,482,32000,800,0.7_3_12_0.1,False
705,Pathogenic,pam70,83,32000,800,0.8_3_12_0.005,False
706,Pathogenic,pam70,785,32000,51200,0.8_3_12_0.05,False
707,Pathogenic,pam70,521,32000,12800,0.8_3_12_0,False
708,Pathogenic,pam70,484,32000,800,0.7_3_12_0,False
709,Pathogenic,pam70,1647,32000,25600,0.7_3_12_0,False
710,Pathogenic,pam70,481,32000,800,0.7_3_12_0.05,False
711,Pathogenic,pam70,83,32000,800,0.8_3_12_0,False
712,Pathogenic,pam70,0,32000,3200,0.9_3_12_0.1,False
713,Pathogenic,pam70,720,32000,1600,0.7_3_12_0,False
714,Pathogenic,pam70,0,32000,6400,0.9_3_12_0.1,False
715,Pathogenic,pam70,11,32000,25600,0.9_3_12_0.05,False
716,Pathogenic,pam70,0,32000,6400,0.9_3_12_0.2,False
717,Pathogenic,pam70,0,32000,6400,0.9_3_12_0.005,False
718,Pathogenic,pam70,0,32000,3200,0.9_3_12_0.005,False
719,Pathogenic,pam70,0,32000,3200,0.9_3_12_0.2,False
720,Pathogenic,pam70,1411,32000,12800,0.7_3_12_0.005,False
721,Pathogenic,pam70,1518,32000,25600,0.7_3_12_0.2,False
722,Pathogenic,pam70,366,32000,6400,0.8_3_12_0.1,False
723,Pathogenic,pam70,485,32000,12800,0.8_3_12_0.2,False
724,Pathogenic,pam70,245,32000,3200,0.8_3_12_0.1,False
725,Pathogenic,pam70,629,32000,25600,0.8_3_12_0.1,False
726,Pathogenic,pam70,1366,32000,12800,0.7_3_12_0.1,False
727,Pathogenic,pam70,161,32000,1600,0.8_3_12_0.05,False
728,Pathogenic,pam70,1196,32000,6400,0.7_3_12_0.005,False
729,Pathogenic,pam70,1630,32000,25600,0.7_3_12_0.05,False
730,Pathogenic,pam70,244,32000,3200,0.8_3_12_0.2,False
731,Pathogenic,pam70,7,32000,25600,0.9_3_12_0.2,False
732,Pathogenic,pam70,496,32000,12800,0.8_3_12_0.05,False
733,Pathogenic,pam70,829,32000,51200,0.8_3_12_0,False
734,Pathogenic,pam70,3,32000,12800,0.9_3_12_0.1,False
735,Pathogenic,pam70,823,32000,51200,0.8_3_12_0.005,False
736,Pathogenic,pam70,347,32000,6400,0.8_3_12_0.2,False
737,Pathogenic,pam70,1021,32000,3200,0.7_3_12_0.005,False
738,Pathogenic,pam70,447,32000,800,0.7_3_12_0.2,False
739,Pathogenic,pam70,0,32000,6400,0.9_3_12_0.05,False
740,Pathogenic,pam70,721,32000,1600,0.7_3_12_0.2,False
741,Pathogenic,pam70,163,32000,1600,0.8_3_12_0,False
742,Pathogenic,pam70,0,32000,3200,0.9_3_12_0.05,False
743,Pathogenic,pam70,163,32000,1600,0.8_3_12_0.005,False
744,Pathogenic,pam70,0,32000,1600,0.9_3_12_0,False
745,Pathogenic,pam70,1175,32000,6400,0.7_3_12_0.05,False
746,Pathogenic,pam70,0,32000,800,0.9_3_12_0.1,False
747,Pathogenic,pam70,12,32000,25600,0.9_3_12_0.005,False
748,Pathogenic,pam70,1001,32000,3200,0.7_3_12_0.05,False
749,Pathogenic,pam70,13,32000,25600,0.9_3_12_0,False
750,Pathogenic,pam70,750,32000,1600,0.7_3_12_0.1,False
751,Pathogenic,pam70,31,32000,51200,0.9_3_12_0,False
752,Pathogenic,pam70,3,32000,12800,0.9_3_12_0.05,False
753,Pathogenic,pam70,30,32000,51200,0.9_3_12_0.005,False
754,Pathogenic,pam70,1678,32000,51200,0.7_3_12_0.2,False
755,Pathogenic,pam70,1017,32000,3200,0.7_3_12_0,False
756,Pathogenic,pam70,0,32000,1600,0.9_3_12_0.1,False
757,Pathogenic,pam70,779,32000,51200,0.8_3_12_0.1,False
758,Pathogenic,pam70,1191,32000,6400,0.7_3_12_0,False
759,Pathogenic,pam70,0,32000,800,0.9_3_12_0.005,False
760,Pathogenic,pam70,80,32000,800,0.8_3_12_0.05,False
761,Pathogenic,pam70,1411,32000,12800,0.7_3_12_0,False
762,Pathogenic,pam70,666,32000,25600,0.8_3_12_0,False
763,Pathogenic,pam70,1888,32000,51200,0.7_3_12_0.05,False
764,Pathogenic,pam70,15,32000,51200,0.9_3_12_0.2,False
765,Pathogenic,pam70,81,32000,800,0.8_3_12_0.1,False
766,Pathogenic,pam70,484,32000,800,0.7_3_12_0.005,False
767,Pathogenic,pam70,668,32000,25600,0.8_3_12_0.005,False
768,Pathogenic,pam70,0,32000,1600,0.9_3_12_0.2,False
769,Pathogenic,pam70,0,32000,1600,0.9_3_12_0.005,False
